Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
234, 0.258024, 1, 61, 92141, 306936
235, 0.245123, 5, 58, 91589, 305424
236, 0.232867, 2, 61, 91589, 305424
237, 0.221223, 3, 61, 91589, 305424
238, 0.210162, 3, 62, 91589, 305424
239, 0.199654, 2, 63, 91589, 305424
240, 0.189671, 5, 61, 91589, 305424
241, 0.180188, 1, 66, 91589, 305424
242, 0.171178, 2, 65, 91589, 305424
243, 0.162619, 4, 64, 91589, 305424
244, 0.154488, 3, 66, 91589, 305424
245, 0.146764, 1, 68, 91589, 305424
246, 0.139426, 1, 69, 91584, 305424
247, 0.132455, 3, 68, 91584, 305424
248, 0.125832, 3, 68, 91584, 305424
249, 0.11954, 4, 68, 91506, 300672
250, 0.113563, 3, 70, 90995, 296640
251, 0.107885, 5, 68, 90421, 293035
252, 0.102491, 4, 70, 90376, 293035
253, 0.0973663, 1, 74, 90376, 293035
254, 0.092498, 2, 74, 90376, 293035
255, 0.0878731, 1, 75, 90376, 293035
256, 0.0834794, 3, 74, 90376, 293035
257, 0.0793054, 1, 77, 90376, 293035
258, 0.0753402, 6, 73, 90376, 293035
259, 0.0715732, 6, 73, 90376, 293035
260, 0.0679945, 4, 76, 90354, 293035
261, 0.0645948, 3, 78, 90354, 293035
262, 0.061365, 3, 79, 90354, 293035
263, 0.0582968, 5, 78, 90354, 293035
264, 0.0553819, 2, 81, 90354, 293035
265, 0.0526128, 2, 82, 90106, 294065
266, 0.0499822, 2, 83, 89981, 301790
267, 0.0474831, 2, 84, 89981, 301790
268, 0.0451089, 5, 82, 89817, 295095
269, 0.0428535, 3, 85, 89817, 295095
270, 0.0407108, 3, 86, 89817, 295095
271, 0.0386753, 4, 85, 88874, 274108
272, 0.0367415, 1, 89, 88874, 274108
273, 0.0349044, 3, 88, 88874, 274108
274, 0.0331592, 2, 90, 88694, 264100
275, 0.0315013, 6, 87, 88694, 264100
276, 0.0299262, 3, 91, 88694, 264100
277, 0.0284299, 3, 92, 88652, 265050
278, 0.0270084, 2, 94, 88652, 265050
279, 0.025658, 5, 92, 88652, 265050
280, 0.0243751, 3, 95, 88652, 265050
281, 0.0231563, 4, 95, 88652, 265050
282, 0.0219985, 6, 94, 88652, 265050
283, 0.0208986, 5, 96, 88572, 265050
284, 0.0198536, 0, 102, 88572, 265050
285, 0.018861, 6, 97, 88557, 265050
286, 0.0179179, 2, 102, 88557, 265050
287, 0.017022, 3, 102, 88525, 265050
288, 0.0161709, 3, 103, 88525, 265050
289, 0.0153624, 7, 100, 88195, 265050
290, 0.0145943, 5, 103, 88195, 265050
291, 0.0138645, 8, 101, 88195, 265050
292, 0.0131713, 5, 105, 88086, 270072
293, 0.0125127, 6, 105, 88086, 270072
294, 0.0118871, 6, 106, 88086, 270072
295, 0.0112928, 5, 108, 88086, 270072
296, 0.0107281, 7, 108, 88086, 270072
297, 0.0101917, 3, 113, 88086, 270072
