Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
100, 249.285, 5, 12, 209743, 330456
101, 236.821, 6, 11, 208295, 324836
102, 224.98, 4, 13, 210292, 319362
103, 213.731, 8, 9, 206406, 308154
104, 203.045, 3, 14, 206608, 306130
105, 192.892, 2, 16, 204874, 307500
106, 183.248, 4, 14, 213975, 301200
107, 174.085, 2, 16, 212031, 300000
108, 165.381, 1, 17, 213324, 300000
109, 157.112, 2, 16, 209787, 299500
110, 149.256, 0, 18, 209787, 299500
111, 141.794, 3, 16, 209468, 299500
112, 134.704, 5, 14, 206646, 300698
113, 127.969, 1, 18, 207971, 301000
114, 121.57, 3, 16, 206791, 300099
115, 115.492, 4, 15, 204981, 300099
116, 109.717, 3, 17, 203560, 300099
117, 104.231, 0, 20, 203560, 300099
118, 99.0197, 4, 16, 202528, 300099
119, 94.0688, 5, 15, 200338, 295800
120, 89.3653, 4, 16, 200977, 295692
121, 84.8971, 3, 18, 201215, 295692
122, 80.6522, 2, 19, 200485, 298152
123, 76.6196, 4, 17, 200292, 301182
124, 72.7886, 3, 18, 197734, 298152
125, 69.1492, 1, 20, 197734, 298152
126, 65.6917, 1, 21, 197151, 298152
127, 62.4071, 6, 16, 193516, 298152
128, 59.2868, 1, 21, 194681, 297546
129, 56.3224, 3, 19, 194411, 295200
130, 53.5063, 2, 20, 194411, 295200
131, 50.831, 3, 20, 194300, 295200
132, 48.2895, 2, 21, 193468, 295200
133, 45.875, 6, 17, 195187, 296770
134, 43.5812, 2, 21, 195392, 296770
135, 41.4022, 0, 23, 195392, 296770
136, 39.3321, 1, 23, 195033, 295590
137, 37.3655, 0, 24, 195033, 295590
138, 35.4972, 2, 22, 195033, 295590
139, 33.7223, 1, 23, 194970, 295590
140, 32.0362, 0, 25, 194970, 295590
141, 30.4344, 3, 22, 189261, 296905
142, 28.9127, 4, 21, 187304, 296905
143, 27.467, 10, 15, 194586, 287232
144, 26.0937, 4, 22, 199009, 281925
145, 24.789, 1, 25, 199009, 281925
146, 23.5496, 6, 20, 195989, 272259
147, 22.3721, 0, 26, 195989, 272259
148, 21.2535, 0, 27, 195989, 272259
149, 20.1908, 0, 27, 195989, 272259
150, 19.1813, 1, 26, 194256, 272259
151, 18.2222, 1, 26, 194256, 272259
152, 17.3111, 2, 26, 193471, 271722
153, 16.4455, 5, 23, 191460, 269192
154, 15.6233, 1, 27, 191460, 269192
155, 14.8421, 1, 28, 191466, 269192
156, 14.1, 1, 28, 191241, 267534
157, 13.395, 0, 29, 191241, 267534
158, 12.7252, 0, 29, 191241, 267534
159, 12.089, 4, 26, 190302, 265434
160, 11.4845, 2, 28, 188892, 265434
161, 10.9103, 2, 28, 188902, 265434
162, 10.3648, 1, 30, 188902, 265434
163, 9.84655, 0, 31, 188902, 265434
164, 9.35422, 1, 30, 188902, 265434
165, 8.88651, 3, 28, 188875, 265434
166, 8.44218, 5, 27, 189952, 261468
167, 8.02008, 0, 32, 189952, 261468
168, 7.61907, 4, 28, 189621, 260230
169, 7.23812, 0, 33, 189621, 260230
170, 6.87621, 2, 31, 188273, 258640
171, 6.5324, 2, 31, 188273, 258640
172, 6.20578, 3, 31, 188273, 258640
173, 5.89549, 3, 31, 187500, 258640
174, 5.60072, 4, 30, 186582, 258110
175, 5.32068, 2, 33, 185454, 257972
176, 5.05465, 1, 34, 185454, 257972
177, 4.80192, 3, 32, 185339, 257972
178, 4.56182, 2, 34, 184649, 256520
179, 4.33373, 0, 36, 184649, 256520
180, 4.11704, 1, 35, 184649, 256520
181, 3.91119, 2, 35, 184333, 256520
182, 3.71563, 0, 37, 184333, 256520
183, 3.52985, 0, 38, 184333, 256520
184, 3.35336, 3, 35, 184333, 256520
185, 3.18569, 4, 34, 184053, 256520
186, 3.0264, 0, 39, 184053, 256520
187, 2.87508, 2, 37, 183553, 256520
188, 2.73133, 1, 38, 183517, 256520
189, 2.59476, 2, 38, 181189, 257050
190, 2.46503, 1, 39, 181194, 257050
191, 2.34177, 1, 40, 181194, 257050
192, 2.22469, 1, 40, 181850, 255990
193, 2.11345, 3, 38, 181186, 254449
194, 2.00778, 1, 41, 180741, 254449
195, 1.90739, 4, 38, 182580, 253356
196, 1.81202, 1, 42, 181342, 253356
197, 1.72142, 2, 41, 180619, 253356
198, 1.63535, 1, 43, 180144, 253482
199, 1.55358, 1, 43, 180144, 253482
200, 1.4759, 1, 43, 180144, 253482
201, 1.40211, 2, 43, 180144, 253482
202, 1.332, 2, 43, 180144, 253482
203, 1.2654, 1, 45, 180144, 253482
204, 1.20213, 2, 44, 178609, 249919
205, 1.14202, 0, 47, 178609, 249919
206, 1.08492, 0, 47, 178609, 249919
207, 1.03068, 0, 48, 178609, 249919
208, 0.979143, 3, 45, 177303, 249428
209, 0.930186, 2, 47, 177644, 246492
210, 0.883677, 4, 45, 178215, 243987
211, 0.839493, 2, 47, 178215, 243987
212, 0.797518, 1, 49, 175555, 245935
213, 0.757642, 2, 48, 175559, 245935
214, 0.71976, 1, 50, 175357, 245935
215, 0.683772, 0, 51, 175357, 245935
216, 0.649584, 1, 51, 175357, 245935
217, 0.617105, 4, 48, 175695, 244420
218, 0.586249, 3, 50, 176137, 242985
219, 0.556937, 0, 54, 176137, 242985
220, 0.52909, 1, 53, 176137, 242985
221, 0.502635, 1, 54, 176137, 242985
222, 0.477504, 2, 53, 176137, 242985
223, 0.453629, 1, 55, 175994, 242985
224, 0.430947, 4, 52, 175621, 242985
225, 0.4094, 0, 57, 175621, 242985
226, 0.38893, 5, 52, 174545, 242985
227, 0.369483, 6, 52, 173995, 238135
228, 0.351009, 2, 56, 173995, 238135
229, 0.333459, 2, 57, 173726, 238135
230, 0.316786, 1, 59, 173726, 238135
231, 0.300946, 2, 58, 173356, 238135
232, 0.285899, 1, 60, 173356, 238135
233, 0.271604, 0, 61, 173356, 238135
234, 0.258024, 2, 60, 173279, 238135
235, 0.245123, 1, 62, 173279, 238135
236, 0.232867, 2, 61, 173227, 238135
237, 0.221223, 3, 61, 173227, 238135
238, 0.210162, 0, 65, 173227, 238135
239, 0.199654, 1, 64, 173227, 238135
240, 0.189671, 2, 64, 173189, 238135
241, 0.180188, 3, 64, 172647, 236171
242, 0.171178, 1, 66, 172647, 236171
243, 0.162619, 2, 66, 172619, 236171
244, 0.154488, 3, 66, 172619, 236171
245, 0.146764, 3, 66, 172605, 236171
246, 0.139426, 2, 68, 172605, 236171
247, 0.132455, 2, 69, 172605, 236171
248, 0.125832, 4, 67, 172605, 236171
249, 0.11954, 3, 69, 172605, 236171
250, 0.113563, 2, 71, 172605, 236171
251, 0.107885, 1, 72, 172605, 236171
252, 0.102491, 4, 70, 172605, 236171
253, 0.0973663, 2, 73, 172573, 236171
254, 0.092498, 0, 76, 172573, 236171
255, 0.0878731, 6, 70, 172573, 236171
256, 0.0834794, 0, 77, 172573, 236171
257, 0.0793054, 3, 75, 171657, 236171
258, 0.0753402, 3, 76, 171657, 236171
259, 0.0715732, 5, 74, 170579, 236171
260, 0.0679945, 0, 80, 170579, 236171
261, 0.0645948, 1, 80, 170579, 236171
262, 0.061365, 0, 82, 170579, 236171
263, 0.0582968, 4, 79, 170579, 236171
264, 0.0553819, 1, 82, 170579, 236171
265, 0.0526128, 1, 83, 170579, 236171
266, 0.0499822, 4, 81, 170579, 236171
267, 0.0474831, 6, 80, 170760, 235690
268, 0.0451089, 1, 86, 170188, 235690
269, 0.0428535, 2, 86, 169794, 235690
270, 0.0407108, 0, 89, 169794, 235690
271, 0.0386753, 2, 87, 169794, 235690
272, 0.0367415, 2, 88, 169708, 235690
273, 0.0349044, 1, 90, 169708, 235690
274, 0.0331592, 1, 91, 169708, 235690
275, 0.0315013, 1, 92, 169708, 235690
276, 0.0299262, 2, 92, 169708, 235690
277, 0.0284299, 3, 92, 169708, 235690
278, 0.0270084, 4, 92, 169629, 234728
279, 0.025658, 1, 96, 169629, 234728
280, 0.0243751, 2, 96, 169629, 234728
281, 0.0231563, 2, 97, 169629, 234728
282, 0.0219985, 1, 99, 169629, 234728
283, 0.0208986, 5, 96, 169113, 234728
284, 0.0198536, 2, 100, 169113, 234728
285, 0.018861, 3, 100, 168506, 234728
286, 0.0179179, 0, 104, 168506, 234728
287, 0.017022, 2, 103, 168506, 234728
288, 0.0161709, 3, 103, 168474, 234728
289, 0.0153624, 0, 107, 168474, 234728
290, 0.0145943, 5, 103, 168253, 232800
291, 0.0138645, 2, 107, 168344, 232315
292, 0.0131713, 3, 107, 168344, 232315
293, 0.0125127, 2, 109, 168344, 232315
294, 0.0118871, 1, 111, 168344, 232315
295, 0.0112928, 3, 110, 168329, 232315
296, 0.0107281, 1, 114, 168540, 230878
297, 0.0101917, 4, 112, 168188, 229914
