Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
160, 11.4845, 2, 28, 431023, 290500
161, 10.9103, 0, 30, 431023, 290500
162, 10.3648, 1, 30, 429105, 290500
163, 9.84655, 1, 30, 428230, 290500
164, 9.35422, 0, 31, 428230, 290500
165, 8.88651, 0, 31, 428230, 290500
166, 8.44218, 2, 30, 426151, 289338
167, 8.02008, 3, 29, 424331, 287595
168, 7.61907, 1, 31, 424207, 287595
169, 7.23812, 1, 32, 423925, 287595
170, 6.87621, 0, 33, 423925, 287595
171, 6.5324, 1, 32, 423925, 287595
172, 6.20578, 2, 32, 423065, 283528
173, 5.89549, 4, 30, 419606, 284016
174, 5.60072, 1, 33, 419606, 284016
175, 5.32068, 0, 35, 419606, 284016
176, 5.05465, 0, 35, 419606, 284016
177, 4.80192, 3, 32, 418410, 283040
178, 4.56182, 1, 35, 418401, 283040
179, 4.33373, 2, 34, 417550, 281486
180, 4.11704, 3, 33, 417550, 281486
181, 3.91119, 2, 35, 417176, 281486
182, 3.71563, 1, 36, 417176, 281486
183, 3.52985, 1, 37, 416870, 281486
184, 3.35336, 3, 35, 415466, 281486
185, 3.18569, 1, 37, 415466, 281486
186, 3.0264, 2, 37, 415513, 277103
187, 2.87508, 3, 36, 415266, 277103
188, 2.73133, 1, 38, 415024, 277103
189, 2.59476, 3, 37, 414778, 277103
190, 2.46503, 0, 40, 414778, 277103
191, 2.34177, 3, 38, 416145, 273460
192, 2.22469, 2, 39, 415695, 273460
193, 2.11345, 1, 40, 414299, 273460
194, 2.00778, 2, 40, 414083, 273460
195, 1.90739, 1, 41, 413283, 273460
196, 1.81202, 1, 42, 413283, 273460
197, 1.72142, 5, 38, 414520, 272304
198, 1.63535, 3, 41, 414328, 272304
199, 1.55358, 1, 43, 414201, 272304
200, 1.4759, 3, 41, 411391, 272304
201, 1.40211, 1, 44, 411391, 272304
202, 1.332, 3, 42, 411674, 270072
203, 1.2654, 2, 44, 411627, 270072
204, 1.20213, 4, 42, 412562, 268136
205, 1.14202, 2, 45, 411797, 268136
206, 1.08492, 0, 47, 411797, 268136
207, 1.03068, 2, 46, 407411, 268136
208, 0.979143, 1, 47, 406448, 269104
209, 0.930186, 0, 49, 406448, 269104
210, 0.883677, 2, 47, 404948, 269104
211, 0.839493, 0, 49, 404948, 269104
212, 0.797518, 1, 49, 404948, 269104
213, 0.757642, 0, 50, 404948, 269104
214, 0.71976, 1, 50, 404808, 267992
215, 0.683772, 0, 51, 404808, 267992
216, 0.649584, 1, 51, 404808, 267992
217, 0.617105, 3, 49, 402985, 267992
218, 0.586249, 0, 53, 402985, 267992
219, 0.556937, 2, 52, 402985, 267992
220, 0.52909, 1, 53, 402922, 267992
221, 0.502635, 2, 53, 402698, 267992
222, 0.477504, 1, 54, 402698, 267992
223, 0.453629, 3, 53, 402698, 267992
224, 0.430947, 3, 53, 404350, 265366
225, 0.4094, 3, 54, 404423, 265440
226, 0.38893, 0, 57, 404423, 265440
227, 0.369483, 2, 56, 404423, 265440
228, 0.351009, 1, 57, 404423, 265440
229, 0.333459, 3, 56, 407870, 263228
230, 0.316786, 5, 55, 406207, 263070
231, 0.300946, 4, 56, 405113, 263070
232, 0.285899, 2, 59, 404956, 262596
233, 0.271604, 1, 60, 405126, 262122
234, 0.258024, 1, 61, 405018, 262122
235, 0.245123, 3, 60, 407626, 260544
236, 0.232867, 6, 57, 403246, 258184
237, 0.221223, 2, 62, 403035, 257240
238, 0.210162, 2, 63, 402999, 257240
239, 0.199654, 4, 61, 401536, 257240
240, 0.189671, 2, 64, 399942, 257712
241, 0.180188, 6, 61, 399158, 255352
242, 0.171178, 2, 65, 398310, 255352
243, 0.162619, 1, 67, 398310, 255352
244, 0.154488, 5, 64, 395962, 255352
245, 0.146764, 4, 65, 393999, 255252
246, 0.139426, 1, 69, 393919, 255252
247, 0.132455, 7, 64, 396905, 253650
248, 0.125832, 5, 66, 398119, 248310
249, 0.11954, 3, 69, 397427, 248310
250, 0.113563, 4, 69, 397311, 248310
251, 0.107885, 1, 72, 396753, 248310
252, 0.102491, 2, 72, 396627, 248310
253, 0.0973663, 0, 75, 396627, 248310
254, 0.092498, 1, 75, 396227, 248310
255, 0.0878731, 9, 67, 395590, 247312
256, 0.0834794, 1, 76, 395390, 247312
257, 0.0793054, 1, 77, 395390, 247312
258, 0.0753402, 5, 74, 395177, 247312
259, 0.0715732, 1, 78, 395117, 247312
260, 0.0679945, 3, 77, 396148, 246168
261, 0.0645948, 3, 78, 394229, 246168
262, 0.061365, 4, 78, 396044, 245642
263, 0.0582968, 4, 79, 395859, 245642
264, 0.0553819, 3, 80, 395513, 245642
265, 0.0526128, 4, 80, 395959, 244590
266, 0.0499822, 2, 83, 395604, 244590
267, 0.0474831, 1, 85, 395294, 244590
268, 0.0451089, 5, 82, 394345, 244590
269, 0.0428535, 1, 87, 394345, 244590
270, 0.0407108, 1, 88, 394345, 244590
271, 0.0386753, 3, 86, 393847, 244590
272, 0.0367415, 2, 88, 393823, 244590
273, 0.0349044, 4, 87, 393725, 244590
274, 0.0331592, 2, 90, 393725, 244590
275, 0.0315013, 3, 90, 393725, 244590
276, 0.0299262, 0, 94, 393725, 244590
277, 0.0284299, 1, 94, 393725, 244590
278, 0.0270084, 3, 93, 393635, 244590
279, 0.025658, 4, 93, 390024, 243195
280, 0.0243751, 2, 96, 389804, 243195
281, 0.0231563, 5, 94, 388235, 243195
282, 0.0219985, 2, 98, 387244, 243195
283, 0.0208986, 1, 100, 387244, 243195
284, 0.0198536, 0, 102, 387244, 243195
285, 0.018861, 7, 96, 385519, 243195
286, 0.0179179, 5, 99, 385451, 241800
287, 0.017022, 2, 103, 385451, 241800
288, 0.0161709, 1, 105, 384488, 241800
289, 0.0153624, 0, 107, 384488, 241800
290, 0.0145943, 0, 108, 384488, 241800
291, 0.0138645, 7, 102, 385789, 241335
292, 0.0131713, 2, 108, 385569, 241335
293, 0.0125127, 3, 108, 386217, 240297
294, 0.0118871, 3, 109, 386051, 239778
295, 0.0112928, 3, 110, 385971, 239778
296, 0.0107281, 1, 114, 385617, 240120
297, 0.0101917, 1, 115, 385617, 240120
